IRM_STATE_OFFICE,IRM_DEPOT_NAME,IRM_CONSUMER_NAME,IRM_ERP_CONSUMER_CODE,IRM_LATITUDE,IRM_LONGITUDE,IRM_ROUTE_STATUS,IRM_ROUTE_VERIFIED_BY,IRM_ROUTE_VERIFIED_AT,IRM_ROUTE_DISTANCE,IRM_ROUTE_ID,IRM_IS_NEW,IRM_CREATED_AT,IRM_CREATED_BY,IRM_UPDATED_AT,IRM_UPDATED_BY,IRM_ISACTIVE,IRM_CUSTOMER_ID,IRM_GROUP_NO,IRM_IS_REJECTED
Punjab (NR),JALANDHAR TERMINAL,GILL ROAD SERVICE STN-439,194932,30.859774,75.859184,Accepted,MAHENDRA SRIVASTAVA,3-Jan-12,70,1858,1,10/15/2014 14:56,1,,,1,1,6244,N
Punjab (NR),JALANDHAR TERMINAL,GILL ROAD SERVICE STN-439,194932,30.859774,75.859184,Accepted,Sandeep Kumar,10-Feb-15,70,599514,1,2/10/2015 10:20,6,,,1,1,6244,N
Delhi (NR),PANIPAT TOP,GIRDHARILAL RAMSARUP,102330,28.26772,76.141613,Accepted,BIPINKUMAR,8-Feb-11,184,102149,1,7/25/2014 12:54,,,,1,1,3150,N
Karnataka (SR),Belgaum Depot,GIRI PETROLEUMS,118460,15.900124,74.776246,Accepted,AHMED,17-Feb-11,46,33015,1,2/5/2015 9:21,,,,1,1,16650,N
Uttar Pradesh 1 (NR),Mughalsarai Terminal,GIRIJA FILLING STATION,171638,25.552894,82.317724,Accepted,Syed Tabish Ahad,16-Jul-15,,590594,1,9/16/2014 19:40,6,,,1,1,4625,N
Uttar Pradesh 1 (NR),KANPUR TERMINAL,GIRIJA SHANKAR MEHROTRA & SONS,173971,27.877981,80.955536,Accepted,UPSO1 Ops,28-Sep-11,233.5,1376,1,7/25/2014 12:30,,,,1,1,830,N
Uttar Pradesh 1 (NR),LUCKNOW TERMINAL,GIRIJA SHANKAR MEHROTRA & SONS,173971,27.877981,80.955536,Accepted,UPSO1 Ops,8-Jul-11,154,8366,1,7/25/2014 12:34,,,,1,1,1276,N
Uttar Pradesh 2 (NR),Mathura Terminal,GIRIRAJ AGENCIES,186638,27.202895,78.041014,Accepted,Mathura,,45,85055,1,1/8/2015 21:42,1,,,1,1,14041,N
Uttar Pradesh 1 (NR),Lucknow Terminal,GKC PROJECTS LIMITED,540031,,,Accepted,Arvind Prakash Verma,12-Sep-15,,599427,1,1/31/2015 14:30,6,,,1,1,16449,N
Delhi (NR),REWARI TERMINAL,GKN DRIVELINE (I) LTD.,101872,28.211437,76.775692,Accepted,Rewari,,24.5,115067,1,7/25/2014 12:59,,,,1,1,4111,N
Delhi (NR),AMBALA TERMINAL,GLENMARK PHARMACEUTICALS LTD,228076,30.97959,76.76104,Accepted,Sanjay Kumar,10-Sep-11,88.5,10815,1,7/25/2014 12:45,,,,1,1,2090,N
Delhi (NR),AMBALA TERMINAL,GM CTU NO.2 CHANDIGARH,500759,30.709494,76.812843,Accepted,AMOUDGIL,24-Feb-11,51.5,5604,1,7/25/2014 12:45,,,,1,1,2092,N
Delhi (NR),REWARI TERMINAL,GM HARYANA ROADWAYS GURGAON,500704,28.466295,77.032554,Accepted,V,22-May-12,65,115069,1,7/25/2014 12:59,,,,1,1,4114,N
Delhi (NR),PANIPAT TOP,GM HARYANA ROADWAYS NARNAUL,500702,28.053499,76.112416,Accepted,ANIL K,24-Mar-11,208,102164,1,7/25/2014 12:54,,,,1,1,3166,N
Delhi (NR),REWARI TERMINAL,GM HARYANA ROADWAYS REWARI,500703,28.192404,76.618195,Accepted,Rewari,,8.5,115070,1,7/25/2014 12:59,,,,1,1,4115,N
Delhi (NR),Bijwasan Terminal,"GM, Delhi Milk Scheme",105188,28.657295,77.15477,Accepted,Bijwasan,11-Oct-11,25,11682,1,7/25/2014 12:49,,,,1,1,2596,N
Karnataka (SR),Bangalore Terminal,GMY FUEL STATION,226346,12.954564,77.104515,Accepted,A Srikanth,12-Nov-12,,20792,1,2/5/2015 9:21,,,,1,1,16992,N
Karnataka (SR),Hassan Top,GMY FUEL STATION,226346,12.954564,77.104515,Accepted,AS,1-Dec-11,124.44,3689,1,2/5/2015 9:21,,,,1,1,17692,N
Karnataka (SR),Bijapur Depot,GOBBUR PETROLEUMS,246645,16.688293,76.196228,Accepted,KASO CMC,22-Aug-11,57.5,13956,1,2/5/2015 9:21,,,,1,1,16812,N
Punjab (NR),SANGRUR TERMINAL,GOBIND FILLING STATION,187344,30.656106,76.282647,Accepted,N M Sharma,31-Mar-15,79,123164,1,10/15/2014 14:56,1,,,1,1,7501,N
Punjab (NR),BATHINDA TERMINAL,GOBIND FUEL CENTRE,187213,31.037663,74.736581,Accepted,Vipin Goyal,23-Mar-15,129.6826835,16170,1,10/15/2014 14:56,1,,,1,1,5693,N
Uttar Pradesh 2 (NR),Meerut Terminal,GODWIN OIL AND SERVICES,178232,28.992801,77.652827,Accepted,Partapur,,19.5,104054,1,1/8/2015 21:42,1,,,1,1,14766,N
Uttar Pradesh 2 (NR),Najibabad Depot,GOEL  PUMP HOUSE,155566,29.652622,77.836977,Accepted,R_B,15-Jun-12,113.5,92058,1,1/8/2015 21:42,1,,,1,1,14406,N
Uttar Pradesh 1 (NR),KANPUR TERMINAL,GOEL &CO..,186343,26.845118,80.907158,Accepted,Kanpur,14-Jul-11,103.5,5545,1,7/25/2014 12:30,,,,1,1,831,N
Uttar Pradesh 1 (NR),Kanpur Terminal,GOEL AUTOMOBILES,194450,26.892145,81.066633,Accepted,Ravi Kumar Singh,24-Aug-15,,590626,1,9/29/2014 16:50,6,,,1,1,4658,N
Uttar Pradesh 1 (NR),LUCKNOW TERMINAL,GOEL AUTOMOBILES,194450,26.892145,81.066633,Accepted,Amousi,,29,8058,1,7/25/2014 12:34,,,,1,1,1280,N
Karnataka (SR),Belgaum Depot,GOKAK TEXTILES LTD,121574,16.188886,74.776769,Accepted,DALVI,16-Nov-11,88.071,12587,1,2/5/2015 9:21,,,,1,1,16525,N
Uttar Pradesh 1 (NR),LUCKNOW TERMINAL,GOKUL PATEL KISAN SEWA KENDRA,233169,27.044638,80.165627,Accepted,KUMAR,30-Apr-11,94,4236,1,7/25/2014 12:34,,,,1,1,1281,N
Delhi (NR),Bijwasan Terminal,Golden Goal Service Station,107657,28.68985,77.135145,Accepted,Bijwasan,14-Jan-11,30.5,23020,1,7/25/2014 12:49,,,,1,1,2607,N
Uttar Pradesh 2 (NR),Meerut Terminal,GOLDEN OIL & SERVICES,197760,28.967988,77.638875,Accepted,Partapur,,19.5,104056,1,1/8/2015 21:42,1,,,1,1,15141,N
Karnataka (SR),Belgaum Depot,GOMATESH PETROLEUMS,219068,16.215586,74.515114,Accepted,KANT,29-Dec-11,58.3,4321,1,2/5/2015 9:21,,,,1,1,16773,N
Uttar Pradesh 1 (NR),KANPUR TERMINAL,GOMTI AUTOMOBILES,154585,26.486059,81.559036,Accepted,Kanpur,11-Nov-11,171,71024,1,7/25/2014 12:30,,,,1,1,834,N
Uttar Pradesh 1 (NR),LUCKNOW TERMINAL,GOMTI AUTOMOBILES,154585,26.486059,81.559036,Accepted,Amousi,25-Oct-11,91,6900,1,7/25/2014 12:34,,,,1,1,1279,N
Uttar Pradesh 1 (NR),GONDA DEPOT,GONDA TRANSPORT & FORWARDING CO.,154450,27.133814,81.961216,Accepted,Gonda,,19.5,46032,1,7/25/2014 12:28,,,,1,1,490,N
Uttar Pradesh 2 (NR),Meerut Terminal,Good Luck Industries,214897,28.474243,77.661858,Accepted,AB,22-Nov-11,80.5,588064,1,1/8/2015 21:42,1,,,1,1,15011,N
Uttar Pradesh 2 (NR),Meerut Terminal,GOOD LUCK STEEL TUBES LTD.,103405,28.47625,77.666281,Accepted,AB,24-Oct-11,77,104057,1,1/8/2015 21:42,1,,,1,1,14764,N
Punjab (NR),JALANDHAR TERMINAL,GOODEARTH SERVICE STN-107,109158,32.090729,75.455174,Accepted,Sandeep Kumar,12-Feb-15,103.5,61197,1,10/15/2014 14:56,1,,,1,1,6353,N
Punjab (NR),JALANDHAR TERMINAL,GOODEARTH SERVICE STN-107,109158,32.090729,75.455174,Accepted,Sandeep Kumar,9-Mar-15,103.5,599601,1,2/20/2015 9:55,6,3/17/2015 9:25,52,0,1,6353,N
Punjab (NR),JALANDHAR TERMINAL,GOODEARTH SERVICE STN-107,109158,32.090729,75.455174,Accepted,Sandeep Kumar,9-Feb-15,103.5,599469,1,2/5/2015 9:18,6,3/9/2015 9:44,52,0,1,6353,N
Punjab (NR),JALANDHAR TERMINAL,GOODEARTH SERVICE STN-107,109158,32.090729,75.455174,Accepted,EFKON Administrator,13-Feb-15,103.5,599545,1,2/12/2015 10:06,6,,,1,1,6353,N
Punjab (NR),Jalandhar Terminal,GOODEARTH SERVICE STN-107,109158,32.090729,75.455174,Accepted,S_KUMAR,17-Mar-15,,599777,0,3/17/2015 9:24,6,3/17/2015 9:25,52,0,1,6353,N
Uttar Pradesh 2 (NR),Bareilly Depot,GOPAL AUTO SERVICES,155523,28.618724,79.801753,Accepted,M K Gupta,14-Mar-12,98,9055,1,1/8/2015 21:42,1,,,1,1,13568,N
Uttar Pradesh 1 (NR),Allahabad Terminal,GOPALJI & BROTHERS,181717,25.210655,80.877098,Accepted,Siddhartha Swarup,19-Aug-15,121.0126991,3238,0,2/6/2015 12:13,,2/6/2015 12:13,16,1,1,10150,N
Uttar Pradesh 1 (NR),KANPUR TERMINAL,GOPINATH & BROTHERS(CHAKARPUR),524910,26.436716,80.179337,Accepted,Kanpur,22-Jun-12,9,4641,1,7/25/2014 12:31,,,,1,1,836,N
Uttar Pradesh 1 (NR),KANPUR TERMINAL,GOPINATH & BROTHERS(KANPUR),154732,26.421339,80.374199,Accepted,M D Hemane,26-Aug-15,19.5,71025,1,7/25/2014 12:31,,,,1,1,837,N
Uttar Pradesh 1 (NR),Kanpur Terminal,GOPINATH & BROTHERS(KANPUR),154732,26.421339,80.374199,Accepted,M_Hemane,26-Aug-15,,599748,0,8/26/2015 19:24,6,8/26/2015 19:24,13225,1,1,837,N
Punjab (NR),SANGRUR TERMINAL,GOYAL FILLING STATION,249558,30.237186,75.833298,Accepted,Gupta Mukesh,24-Feb-15,4,13942,1,10/15/2014 14:56,1,,,1,1,7436,N
Uttar Pradesh 2 (NR),Bareilly Depot,GOYAL FILLING STATION (IBP),186551,28.792854,79.015648,Accepted,SD,30-Jan-12,104.5,1993,1,1/8/2015 21:42,1,,,1,1,13443,N
Punjab (NR),BATHINDA TERMINAL,GOYAL KISSAN SEWA KENDRA,263461,30.127132,75.441963,Accepted,Vineeth Kumar,29-Jan-15,58.5,21374,1,10/15/2014 14:56,1,,,1,1,5692,N
Punjab (NR),Bathinda Terminal,GOYAL OIL STORE,109168,30.791366,75.150206,Accepted,A S DHILLON,22-Mar-15,,16173,0,2/12/2015 13:05,1,2/12/2015 13:05,3135,1,1,5657,N
Uttar Pradesh 2 (NR),Najibabad Depot,GOYAL SERVICE STATION,186622,29.672054,77.68145,Accepted,R_B,22-Jun-12,118,2170,1,1/8/2015 21:42,1,,,1,1,14404,N
Uttar Pradesh 2 (NR),Mathura Terminal,GRAPE CITY,162457,28.628605,77.371286,Accepted,DEVI CHARAN JATAV,23-Jan-13,215.5,85059,1,1/8/2015 21:42,1,,,1,1,13786,N
Uttar Pradesh 2 (NR),Bareilly Depot,GREENPLY INDUSTRIES LTD C/P,254017,28.9913,79.4233,Accepted,SWARAJ MISRA,4-Aug-12,121,19766,1,1/8/2015 21:42,1,,,1,1,13193,N
Uttar Pradesh 2 (NR),Bareilly Depot,GREWAL FILLING STATION,186481,28.787816,79.720806,Accepted,M K Gupta,11-Apr-12,115,9056,1,1/8/2015 21:42,1,,,1,1,13566,N
Punjab (NR),SANGRUR TERMINAL,GREWAL FILLING STATION,135978,30.262467,75.862127,Accepted,Gupta Mukesh,24-Feb-15,19.5,123168,1,10/15/2014 14:56,1,,,1,1,7499,N
Punjab (NR),SANGRUR TERMINAL,GREWAL FUEL POINT,206935,30.68173,75.969505,Accepted,K K Gupta,3-Apr-15,60,5507,1,10/15/2014 14:56,1,,,1,1,7536,N
Punjab (NR),SANGRUR TERMINAL,GREWAL PETROS,152573,30.791317,75.747376,Accepted,K K Gupta,3-Apr-15,77,123016,1,10/15/2014 14:56,1,,,1,1,7498,N
Punjab (NR),BATHINDA TERMINAL,GS AUTO FUEL,263160,30.061604,75.41584,Accepted,Vineeth Kumar,29-Jan-15,50,21281,1,10/15/2014 14:56,1,,,1,1,5725,N
Uttar Pradesh 1 (NR),Allahabad Terminal,GULAB SINGH & SONS,186276,25.425873,81.939156,Accepted,Siddhartha Swarup,11-Sep-15,100,5045,0,2/6/2015 12:13,,2/6/2015 12:13,16,1,1,10151,N
Uttar Pradesh 1 (NR),Allahabad Terminal,GULAB SINGH & SONS (ADHOC),278454,30.449148,76.338081,Accepted,VIJAY,1-Oct-15,,591689,1,10/4/2014 18:00,6,,,1,1,4968,N
Uttar Pradesh 2 (NR),Shahjahanpur Depot,GULARIA CHINI MILLS  C/P,213404,28.234268,80.632912,Accepted,AA,28-Dec-10,118.5,588238,1,1/8/2015 21:42,1,,,1,1,15310,N
Punjab (NR),SANGRUR TERMINAL,GULMOHAR FILLING STATION,142686,30.262858,76.077998,Accepted,Sumita Chatterjee,,25.5,123169,1,10/15/2014 14:56,1,,,1,1,7466,N
Punjab (NR),SANGRUR TERMINAL,GULMOHAR FILLING STATION - HATHAN,187499,30.440918,75.821449,Accepted,Ashish Singh,25-Feb-15,30,123170,1,10/15/2014 14:56,1,,,1,1,7434,N
Karnataka (SR),Bijapur Depot,GUNDAGI PETROLEUM,201491,17.085678,76.220436,Accepted,P VANSAKUMARAN,20-Jul-11,76.98,5150,1,2/5/2015 9:21,,,,1,1,16562,N
Delhi (NR),PANIPAT TOP,GUPTA  FILLING STATION,186879,28.07378,76.10609,Accepted,BIPINKUMAR,9-Jul-11,205.8,102186,1,7/25/2014 12:54,,,,1,1,3193,N
Uttar Pradesh 2 (NR),Bareilly Depot,GUPTA AUTO STATION,155524,28.518965,80.143984,Accepted,M K Gupta,2-Apr-12,133,9058,1,1/8/2015 21:42,1,,,1,1,13441,N
Uttar Pradesh 2 (NR),Agra Top,GUPTA AUTOMOBILES,155785,27.110954,78.595762,Accepted,Agra Top,,45,1048,1,1/8/2015 21:42,1,,,1,1,13234,N
Uttar Pradesh 1 (NR),Mughalsarai Terminal,GUPTA BROS FILLING STATION,155165,25.658021,82.195401,Accepted,Syed Tabish Ahad,10-Sep-15,,590531,1,9/4/2014 15:10,6,,,1,1,4563,N
Delhi (NR),PANIPAT TOP,GUPTA FILLING CENTER KSK,206279,27.85215,76.13265,Accepted,BIPINKUMAR,16-Aug-11,235,102185,1,7/25/2014 12:54,,,,1,1,3192,N
Uttar Pradesh 2 (NR),Meerut Terminal,GUPTA FILLING CENTRE(RITHANI),156305,28.934349,77.663532,Accepted,MG,,19.5,104059,1,1/8/2015 21:42,1,,,1,1,14888,N
Uttar Pradesh 1 (NR),KANPUR TERMINAL,GUPTA FILLING STN BACHRAWAN,153860,26.467563,81.113736,Accepted,VERMA,8-Sep-11,124.5,13346,1,7/25/2014 12:31,,,,1,1,841,N
Delhi (NR),PANIPAT TOP,GUPTA FUELS,210794,28.110884,75.970408,Accepted,BIPINKUMAR,30-Mar-11,223.5,102187,1,7/25/2014 12:54,,,,1,1,3197,N
Uttar Pradesh 2 (NR),Bareilly Depot,GUPTA KISAN SEWA KENDRA (KSK),209140,28.693259,79.820308,Accepted,M K Gupta,11-Apr-12,111,9059,1,1/8/2015 21:42,1,,,1,1,13316,N
Delhi (NR),AMBALA TERMINAL,GUPTA KISSAN SEVA KENDRA,198941,31.651904,76.720032,Accepted,Narinder Mohan Sharma,1-Jun-11,229,588567,1,7/25/2014 12:45,,,,1,1,2104,N
Uttar Pradesh 1 (NR),KANPUR TERMINAL,GUPTA KISSAN SEWA KENDRA,208209,26.918509,79.374795,Accepted,Kanpur,8-Feb-12,125,16758,1,7/25/2014 12:31,,,,1,1,840,N
Uttar Pradesh 2 (NR),Haldwani Depot,GUPTA POWER INFRASTRUCTURE LTD,250914,29.127811,78.960266,Accepted,AA,12-Sep-11,90,15216,1,1/8/2015 21:42,1,,,1,1,14177,N
Uttar Pradesh 1 (NR),KANPUR TERMINAL,GUPTA SALUJA & COMPANY,524908,26.40617,80.354442,Accepted,SK TRIPATHI,27-Sep-11,19.5,4639,1,7/25/2014 12:31,,,,1,1,842,N
Uttar Pradesh 1 (NR),KANPUR TERMINAL,GUPTA SALUJA & COMPANY(KANPUR),154734,26.441509,80.322759,Accepted,Kanpur,15-Nov-11,19.5,71028,1,7/25/2014 12:31,,,,1,1,843,N
Uttar Pradesh 2 (NR),Najibabad Depot,GUPTA SERVICE STATION(MZF),155386,29.469375,77.669659,Accepted,VG,6-Sep-11,88.5,92064,1,1/8/2015 21:42,1,,,1,1,14654,N
Punjab (NR),SANGRUR TERMINAL,GURDEV FILLING STATION,190009,30.68774,75.81514,Accepted,K K Gupta,3-Apr-15,58.5,123017,1,10/15/2014 14:56,1,,,1,1,7433,N
Delhi (NR),AMBALA TERMINAL,GURDIAL SINGH & SONS,110731,30.736944,76.776222,Accepted,GURINDER S BHINDER,18-Feb-11,51.5,1546,1,7/25/2014 12:45,,,,1,1,2105,N
Punjab (NR),BATHINDA TERMINAL,GURJANT FILLING STN,187198,29.838656,75.227652,Accepted,Pradeep Sharma,27-Mar-15,47,16181,1,10/15/2014 14:56,1,,,1,1,5654,N
Punjab (NR),SANGRUR TERMINAL,GURJASMAN FILLING STATION,219978,30.548023,76.129135,Accepted,N M Sharma,31-Mar-15,68,587904,1,10/15/2014 14:56,1,,,1,1,7534,N
Punjab (NR),Bathinda Terminal,GURMEET BROTHERS(*),109192,30.820297,75.196733,Accepted,A S DHILLON,22-Mar-15,,16021,0,2/12/2015 13:04,1,2/12/2015 13:04,3135,1,1,5689,N
Uttar Pradesh 2 (NR),Bareilly Depot,GURU FILLING STATION,264942,28.711555,79.875435,Accepted,null,5-Jan-13,109.5,21915,1,1/8/2015 21:42,1,,,1,1,13564,N
Uttar Pradesh 2 (NR),Bareilly Depot,GURU FILLING STATION,156394,28.29752,79.486076,Accepted,M K Gupta,2-Apr-12,51,865,1,1/8/2015 21:42,1,,,1,1,13191,N
Punjab (NR),SANGRUR TERMINAL,GURU GOBIND SINGH FILLING STATION,204933,30.709924,75.713582,Accepted,K K Gupta,3-Apr-15,73,123176,1,10/15/2014 14:56,1,,,1,1,7464,N
Uttar Pradesh 2 (NR),Najibabad Depot,GURU GOBIND SINGH SERVICE STN,252851,29.263901,77.729454,Accepted,VG,12-Jun-12,85,16809,1,1/8/2015 21:42,1,,,1,1,14527,N
Punjab (NR),Sangrur Terminal,GURU KIRPA FILLING STATION,111102,30.646598,76.528131,Accepted,A_KUMAR_SAN,8-Mar-15,,123177,0,3/8/2015 11:32,1,3/8/2015 11:32,10079,1,1,7431,N
Uttar Pradesh 1 (NR),Allahabad Terminal,GURU KRIPA FILLING STATION,202810,25.20955,80.968746,Accepted,Siddhartha Swarup,19-Aug-15,126,6153,0,2/6/2015 12:13,,2/6/2015 12:13,16,1,1,10153,N
Punjab (NR),Bathinda Terminal,GURU KRIPA FILLING STATION(*),109198,30.153081,74.205144,Accepted,Rahul Jain,12-Jan-15,83.15887342,16185,0,12/31/2014 11:19,1,12/31/2014 11:19,3136,1,1,5688,N
Punjab (NR),Sangrur Terminal,GURU KRIPA KISSAN SEWA KENDRA,269730,30.747631,75.846123,Accepted,K K Gupta,3-Apr-15,,23573,0,2/24/2015 14:45,1,2/24/2015 14:45,10085,1,1,7532,N
Karnataka (SR),Bijapur Depot,GURU MAHANT PETROLEUMS,253475,15.976226,76.272713,Accepted,VSREENATH,3-Nov-11,111.5,17695,1,2/5/2015 9:21,,,,1,1,16810,N
Uttar Pradesh 2 (NR),Haldwani Depot,GURU NANAK SERVICE STATION,156645,28.929506,79.709267,Accepted,AGARWAL,10-Mar-11,52,794,1,1/8/2015 21:42,1,,,1,1,14052,N
Punjab (NR),JALANDHAR TERMINAL,GURUNANAK F/ STATION-631,187114,31.29882,75.179302,Accepted,Piyush Gupta,20-Jan-15,54,61212,1,10/15/2014 14:56,1,,,1,1,6262,N
Punjab (NR),JALANDHAR TERMINAL,GURUNANAK F/ STATION-631,187114,31.29882,75.179302,Accepted,Piyush Gupta,20-Jan-15,54,598946,1,10/15/2014 14:56,1,,,1,1,6262,N
Uttar Pradesh 2 (NR),Bareilly Depot,GURUNANAK FILLING STATION (IBP),186542,28.83976,79.123665,Accepted,SD,14-Jun-11,93.5,1991,1,1/8/2015 21:42,1,,,1,1,13439,N
Karnataka (SR),Bijapur Depot,GURURAJ PETROLEUMS,235285,16.186428,75.612305,Accepted,P VANSAKUMARAN,30-Nov-11,85,12478,1,2/5/2015 9:21,,,,1,1,16685,N
Karnataka (SR),Gulbarga Terminal,H. PAMPAPATHI PETROLEUMS,211845,16.368126,76.794518,Accepted,VSREEVARDHANREDDDY,12-Dec-11,136.84,403,1,2/5/2015 9:21,,,,1,1,17172,N
Delhi (NR),PANIPAT TOP,H.N. FILLING STN.,186886,27.808138,76.181885,Accepted,Panipat,,240.5,102194,1,7/25/2014 12:54,,,,1,1,3204,N
Karnataka (SR),Navalur Depot,H.S. MUDADYAVANNANAVAR & SONS,259593,14.543249,75.749474,Accepted,Brahmanand R Rayannavar,13-Dec-12,,20383,1,2/5/2015 9:21,,,,1,1,18173,N
Uttar Pradesh 1 (NR),LUCKNOW TERMINAL,HAIDERGARH CHINI MILLS HAIDERGARH,165565,26.593271,81.308899,Accepted,MIRZA,19-Jan-11,69.5,8061,1,7/25/2014 12:34,,,,1,1,1282,N
Uttar Pradesh 1 (NR),Allahabad Terminal,HAJI A.R.A.AHMED FILLING STN.,284998,29.803951,77.44818,Accepted,VIJAY,1-Oct-15,,600191,1,4/8/2015 14:20,6,,,1,1,18862,N
Uttar Pradesh 2 (NR),Bareilly Depot,HAJI HASHMAT HUSSAIN BADAR HUSSAIN,156317,28.584316,78.57637,Accepted,SINGH,11-Jul-11,78,9061,1,1/8/2015 21:42,1,,,1,1,13314,N
Uttar Pradesh 1 (NR),JHANSI DEPOT,HAJI KARIM BAKSH MUSHTAK AHMED,165369,25.891127,79.244678,Accepted,AGARWAL,17-Mar-11,98.5,6028,1,7/25/2014 12:29,,,,1,1,666,N
Uttar Pradesh 1 (NR),KANPUR TERMINAL,HAJI KARIM BAKSH MUSHTAK AHMED,165369,25.891127,79.244678,Accepted,Kanpur,4-Nov-11,130.5,17456,1,7/25/2014 12:31,,,,1,1,848,N
Uttar Pradesh 1 (NR),Allahabad Terminal,HAJI SHARAFATULLAH KAMALUDDIN,186320,26.2541,82.038,Accepted,VIJAY,1-Dec-14,150.758231,588804,0,12/1/2014 11:27,,12/1/2014 11:27,16,1,1,10070,N
Karnataka (SR),Bangalore Terminal,HAL AEROSPACE - PETROL BUNK DIV,119212,12.9581,77.6655,Accepted,B,23-Mar-11,24,34178,1,2/5/2015 9:21,,,,1,1,16497,N
Uttar Pradesh 1 (NR),Lucknow Terminal,"HAL, KORWA",171430,26.2153,81.8209,Accepted,Arvind Prakash Verma,12-Sep-15,,590616,1,9/29/2014 10:50,6,,,1,1,4648,N
Delhi (NR),REWARI TERMINAL,HALDIRAM MANUFACTURING UNIT-II,122041,28.401028,76.990089,Accepted,V,25-Mar-11,54,7893,1,7/25/2014 12:59,,,,1,1,4128,N
Karnataka (SR),Bijapur Depot,HALLAD BROTHERS,187664,16.156736,75.3653,Accepted,P VANSAKUMARAN,31-Dec-11,112.5,22031,1,2/5/2015 9:21,,,,1,1,16933,N
Uttar Pradesh 2 (NR),Mathura Terminal,HALONIX LIMITED,120185,28.535199,77.406002,Accepted,SMT,4-Dec-11,79.5,588100,1,1/8/2015 21:42,1,,,1,1,14032,N
Uttar Pradesh 2 (NR),Meerut Terminal,HALONIX LIMITED,120185,28.535199,77.406002,Accepted,SMT,3-Dec-11,79.5,104143,1,1/8/2015 21:42,1,,,1,1,15134,N
Delhi (NR),AMBALA TERMINAL,HAMIR OIL,234851,31.66484,76.53938,Accepted,INDERRAJNEGI,4-Sep-11,225.5,588572,1,7/25/2014 12:45,,,,1,1,2110,N
Punjab (NR),Jalandhar Terminal,HAMIR OIL,234851,31.66484,76.53938,Accepted,Atul Bhardwaj,5-Feb-15,144,591006,1,10/4/2014 10:50,6,,,1,1,4827,N
Punjab (NR),BATHINDA TERMINAL,HANDA FILLING STATION,204247,31.002248,74.74721,Accepted,Vipin Goyal,29-Mar-15,114.5,16193,1,10/15/2014 14:56,1,,,1,1,5651,N
Delhi (NR),PANIPAT TOP,HANUMANT KSK FILLING STATION,196628,28.710955,76.582552,Accepted,Panipat,24-Dec-10,115.5,102197,1,7/25/2014 12:54,,,,1,1,3210,N
Punjab (NR),SANGRUR TERMINAL,HAPPY SERVICE STATION,109230,30.848787,75.683029,Accepted,N K Agarwal,3-Apr-15,97.5,123069,1,10/15/2014 14:56,1,,,1,1,7460,N
Delhi (NR),Bijwasan Terminal,Har Shree Nath Service Station,106265,28.847276,77.099393,Accepted,sumit gupta,21-Feb-11,53,23022,1,7/25/2014 12:49,,,,1,1,2612,N
Uttar Pradesh 2 (NR),Shahjahanpur Depot,HARBANS LAL JAGDISH RAI,154975,28.221671,80.268776,Accepted,Banthra,8-Mar-11,80.5,12021,1,1/8/2015 21:42,1,,,1,1,15232,N
Uttar Pradesh 2 (NR),Bareilly Depot,HARBANS SINGH BINDRA & SONS,154009,28.785098,79.501543,Accepted,M K Gupta,15-Mar-12,95,9060,1,1/8/2015 21:42,1,,,1,1,13189,N
Uttar Pradesh 1 (NR),Allahabad Terminal,HARE KRISHNA KISAN SEVA KENDRA,266391,25.162584,82.318474,Accepted,Manmohan Khera,11-Sep-15,77,22500,0,12/1/2014 11:37,,12/1/2014 11:37,16,1,1,10157,N
Punjab (NR),Bathinda Terminal,HARGOBIND FILLING STATION,188791,30.690761,75.081965,Accepted,A S DHILLON,22-Mar-15,,16023,0,2/12/2015 13:03,1,2/12/2015 13:03,3135,1,1,5649,N
Uttar Pradesh 1 (NR),GONDA DEPOT,HARGURU FILLING CENTRE,223315,26.799009,82.718956,Accepted,VERMA,14-Mar-11,104,13626,1,7/25/2014 12:28,,,,1,1,492,N
Punjab (NR),JALANDHAR TERMINAL,HARI FILLING STATION-634,187091,31.587791,75.78772,Accepted,SUNIL KUMAR MONGIA,22-Dec-11,42,61222,1,10/15/2014 14:56,1,,,1,1,6301,N
Punjab (NR),JALANDHAR TERMINAL,HARI FILLING STATION-634,187091,31.587791,75.78772,Accepted,Rajesh Kumar,17-Jan-15,42,599089,1,10/15/2014 14:56,1,,,1,1,6301,N
Delhi (NR),AMBALA TERMINAL,HARI OM FIILLING STATION,164384,31.756195,76.021858,Accepted,Narinder Mohan Sharma,26-Jun-11,208.5,588618,1,7/25/2014 12:45,,,,1,1,2115,N
Punjab (NR),Jalandhar Terminal,HARI OM FIILLING STATION,164384,31.756195,76.021858,Accepted,AUTO-LOADED-FROM-INVOICE-DATA,4-Oct-14,,591809,1,10/4/2014 19:50,6,,,1,1,4995,N
Karnataka (SR),Mysore Depot,HARICHANDA FUEL SERVICE STATIO,205283,12.526212,76.914398,Accepted,shilpi,8-May-15,42,90026,1,2/5/2015 9:21,,,,1,1,17924,N
Uttar Pradesh 1 (NR),LUCKNOW TERMINAL,HARINAM SINGH & SONS,182169,27.950697,81.155846,Accepted,Amousi,6-Dec-11,177,3239,1,7/25/2014 12:34,,,,1,1,1283,N
