S.No,New Device Number,NewMobileNumber,NewInstallation,INSTALLEDON,VehicleNumber,TransporterName,01-SEP'-15,02-SEP'-15,03-SEP'-15,04-SEP'-15,05-SEP'-15,06-SEP'-15,07-SEP'-15,08-SEP'-15,09-SEP'-15,10-SEP'-15,11-SEP'-15,12-SEP'-15,13-SEP'-15,14-SEP'-15,15-SEP'-15,16-SEP'-15,17-SEP'-15,18-SEP'-15,19-SEP'-15,20-SEP'-15,21-SEP'-15,22-SEP'-15,23-SEP'-15,24-SEP'-15,25-SEP'-15,26-SEP'-15,27-SEP'-15,28-SEP'-15,29-SEP'-15,30-SEP'-15,R,P,UM,UI,N,UI+N,BILLING YES/NO,Remark
493,QCQ1103274,8879677908,OL001/00519,21-Dec-11,HR55F9540,MSIL-PROFESSIONALAUTOMOTIVESPVT.LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,30,0,0,0,0,0,YES,
494,EEB1500432,7506932964,OL001/00520,21-Dec-11,RJ14GD2367,MSIL-K M TRANS LOGISTICS PVT. LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,30,0,0,0,0,0,YES,
495,QCQ1102617,8879613989,OL001/00521,21-Dec-11,HR46P0001,MSIL-SANDEEP LOGISTICS PVT LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,30,0,0,0,0,0,YES,
496,QCQ1101200,8879612551,OL001/00522,21-Dec-11,MH18M8767,MSIL-KISHORETRANSPORT,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,P,R,R,R,R,R,R,R,R,29,1,0,0,0,0,YES,
497,QCQ1204507,8879676906,OL001/00523,21-Dec-11,NL02D7796,MSIL-OSLLOGISTICSPVT.LTD,P,P,P,P,P,P,P,R,R,R,R,P,P,P,R,P,R,P,P,P,P,P,P,P,R,P,P,P,R,R,9,21,0,0,0,0,YES,
498,QCQ1102674,,OL001/00524,21-Dec-11,MH18M7325,MSIL-KISHORETRANSPORT,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,0,30,0,0,0,0,YES,
499,QCQ1102517,8879613888,OL001/00525,21-Dec-11,RJ14GD6703,MSIL-SHRIKRSNAURJAPROJECTLIMITED,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,30,0,0,0,0,0,YES,
500,QCQ1101269,8879612622,OL001/00526,21-Dec-11,HR55H8944,MSIL-ICM LOGISTICS PVT LTD,UI,UI,UI,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,0,27,0,3,0,3,YES,
501,QCQ1103327,8879613237,OL001/00527,21-Dec-11,RJ14GF7827,MSIL-K M TRANS LOGISTICS PVT. LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,30,0,0,0,0,0,YES,
502,QCQ1101197,8879612548,OL001/00528,21-Dec-11,HR55J0158,MSIL-ICM LOGISTICS PVT LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,30,0,0,0,0,0,YES,
503,QCQ1101291,8879612644,OL001/00529,21-Dec-11,HR55F9496,MSIL-ICM LOGISTICS PVT LTD,R,R,R,R,R,R,P,R,R,R,R,R,R,R,R,P,R,R,R,R,R,R,R,R,R,R,R,R,R,R,28,2,0,0,0,0,YES,
504,QCQ1101122,8879612472,OL001/00530,21-Dec-11,HR55C2192,MSIL-TVS RHR FINISHED VEHILCES LOGISTICS,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,0,0,30,0,0,0,YES,
505,QCQ1100587,9167240071,OL001/00531,21-Dec-11,NL02K2204,MSIL-OSLLOGISTICSPVT.LTD,R,P,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,29,1,0,0,0,0,YES,
506,QCQ1101290,8879612643,OL001/00532,21-Dec-11,NL01G3484,MSIL-BHARATCARRIERSLTD,R,P,R,P,P,P,P,P,P,P,P,P,P,P,P,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,17,13,0,0,0,0,YES,
507,QCQ1102804,8879614179,OL001/00533,21-Dec-11,OR05AA3850,MSIL-BHARATCARRIERSLTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,30,0,0,0,0,0,YES,
508,QCQ1101288,8879612641,OL001/00534,21-Dec-11,HR55R6810,MSIL-VINODROADLINESPVTLTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,30,0,0,0,0,0,YES,
509,QCQ1204363,8879690363,OL001/00535,21-Dec-11,NL02G7576,MSIL-OSLLOGISTICSPVT.LTD,R,R,R,R,R,R,R,R,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,R,R,R,R,R,R,14,16,0,0,0,0,YES,
510,QCQ1203782,8879678423,OL001/00536,21-Dec-11,RJ14GD6125,MSIL-K M TRANS LOGISTICS PVT. LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,30,0,0,0,0,0,YES,
511,QCQ1103163,8879787634,OL001/00537,21-Dec-11,RJ14GC8293,MSIL-K M TRANS LOGISTICS PVT. LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,30,0,0,0,0,0,YES,
512,QCQ1101254,8879612606,OL001/00538,22-Dec-11,NL01G4584,MSIL-BHARATCARRIERSLTD,R,R,R,P,P,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,28,2,0,0,0,0,YES,
513,QCQ1101297,8879612650,OL001/00539,22-Dec-11,NL01G4728,MSIL-BHARATCARRIERSLTD,R,R,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,2,28,0,0,0,0,YES,
514,QCQ1100653,8879442542,OL001/00540,22-Dec-11,RJ14GF7880,MSIL-PROFESSIONALAUTOMOTIVESPVT.LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,30,0,0,0,0,0,YES,
515,QCQ1102610,8879613982,OL001/00541,22-Dec-11,RJ25GA2342,MSIL-PROFESSIONALAUTOMOTIVESPVT.LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,30,0,0,0,0,0,YES,
516,QCQ1101289,8879612642,OL001/00542,22-Dec-11,NL01G5611,MSIL-KISHORETRANSPORT,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,0,30,0,0,0,0,YES,
517,QCQ1102374,8879613743,OL001/00543,22-Dec-11,NL01K1044,MSIL-CARGOWINGS(MADRAS)PVT.LTD.,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,P,R,R,R,R,R,R,R,R,R,R,29,1,0,0,0,0,YES,
518,QCQ1101344,8879612697,OL001/00544,22-Dec-11,RJ14GB9223,MSIL-K M TRANS LOGISTICS PVT. LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,30,0,0,0,0,0,YES,
519,QCQ1101336,8879612689,OL001/00545,22-Dec-11,RJ14GD1821,MSIL-K M TRANS LOGISTICS PVT. LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,30,0,0,0,0,0,YES,
520,EEB1500467,7506933183,OL001/00546,22-Dec-11,RJ14GC9599,MSIL-PROFESSIONALAUTOMOTIVESPVT.LTD,P,P,R,R,R,R,R,P,R,R,R,R,P,P,P,P,P,P,P,P,P,P,P,P,R,R,R,R,P,P,13,17,0,0,0,0,YES,
521,EEB1500438,7506932973,OL001/00547,22-Dec-11,NL01K1046,MSIL-CARGOWINGS(MADRAS)PVT.LTD.,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,30,0,0,0,0,0,YES,
522,QCQ1101352,8879612706,OL001/00548,22-Dec-11,HR55M1952,MSIL-ICM LOGISTICS PVT LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,30,0,0,0,0,0,YES,
523,QCQ1203636,8879614239,OL001/00549,22-Dec-11,RJ14GC9542,MSIL-K M TRANS LOGISTICS PVT. LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,30,0,0,0,0,0,YES,
524,QCQ1102900,8879442585,OL001/00550,22-Dec-11,HR47A6552,MSIL-ICM LOGISTICS PVT LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,P,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,29,1,0,0,0,0,YES,
525,QCQ1101082,8879612432,OL001/00551,22-Dec-11,RJ14GC8442,MSIL-K M TRANS LOGISTICS PVT. LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,30,0,0,0,0,0,YES,
526,QCQ1100176,8879442436,OL001/00552,22-Dec-11,NL01G9686,MSIL-CARGOWINGS(MADRAS)PVT.LTD.,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,30,0,0,0,0,0,YES,
527,QCQ1101052,8879612402,OL001/00553,22-Dec-11,MH15CK4508,MSIL-CARGOWINGS(MADRAS)PVT.LTD.,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,P,R,R,R,R,R,R,R,P,28,2,0,0,0,0,YES,
528,QCQ1204283,8879645856,OL001/00554,22-Dec-11,HR55M3107,MSIL-ICM LOGISTICS PVT LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,30,0,0,0,0,0,YES,
529,QCQ1102428,8879613798,OL001/00555,22-Dec-11,NL02G0966,MSIL-OSLLOGISTICSPVT.LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,30,0,0,0,0,0,YES,
530,QCQ1101232,8879612583,OL001/00556,22-Dec-11,TN01AC5801,MSIL-CARGOWINGS(MADRAS)PVT.LTD.,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,P,P,P,R,P,P,R,R,R,R,R,R,R,R,R,25,5,0,0,0,0,YES,
531,QCQ1100319,8879442193,OL001/00557,22-Dec-11,NL02K2227,MSIL-OSLLOGISTICSPVT.LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,30,0,0,0,0,0,YES,
532,QCQ1101238,8879612589,OL001/00558,22-Dec-11,NL02G0985,MSIL-OSLLOGISTICSPVT.LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,30,0,0,0,0,0,YES,
533,QCQ1103448,8879613789,OL001/00559,22-Dec-11,NL02G7563,MSIL-OSLLOGISTICSPVT.LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,30,0,0,0,0,0,YES,
534,QCQ1101331,8879612684,OL001/00561,22-Dec-11,HR55K5418,MSIL-VINODROADLINESPVTLTD,UI,UI,UI,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,0,27,0,3,0,3,YES,
535,QCQ1100140,8879460192,OL001/00562,22-Dec-11,HR55T5571,MSIL-VINODROADLINESPVTLTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,30,0,0,0,0,0,YES,
536,QCQ1203524,8879678162,OL001/00563,22-Dec-11,HR55L3222,MSIL-VINODROADLINESPVTLTD,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,0,0,30,0,0,0,YES,
537,QCQ1204074,8879618739,OL001/00564,22-Dec-11,HR69B5695,MSIL-VINODROADLINESPVTLTD,P,P,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,28,2,0,0,0,0,YES,
538,QCQ1101527,8879612883,OL001/00565,22-Dec-11,NL01G4822,MSIL-JAINEXPARIVAHAN,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,30,0,0,0,0,0,YES,
539,QCQ1103169,8879618821,OL001/00566,22-Dec-11,HR55G5514,MSIL-TVS RHR FINISHED VEHILCES LOGISTICS,UI,UI,UI,UI,UI,UI,UI,UI,UI,UI,UI,UI,P,P,P,P,P,P,P,P,UI,UI,UI,UI,UI,UI,UI,UI,UI,UI,0,8,0,22,0,22,NO,
540,QCQ1101225,8879612576,OL001/00567,22-Dec-11,NL02G7559,MSIL-OSLLOGISTICSPVT.LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,30,0,0,0,0,0,YES,
541,QCQ1101994,8879613357,OL001/00568,22-Dec-11,HR55K5124,MSIL-ICM LOGISTICS PVT LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,30,0,0,0,0,0,YES,
542,QCQ1102082,8879787709,OL001/00569,22-Dec-11,HR55K4813,MSIL-ICM LOGISTICS PVT LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,30,0,0,0,0,0,YES,
543,QCQ1101342,8879612695,OL001/00570,22-Dec-11,HR55G2123,MSIL-ICM LOGISTICS PVT LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,30,0,0,0,0,0,YES,
544,QCQ1205090,8451862063,OL001/00571,22-Dec-11,NL02G0117,MSIL-OSLLOGISTICSPVT.LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,30,0,0,0,0,0,YES,
545,QCQ1101252,8879612604,OL001/00572,22-Dec-11,NL01D5147,MSIL-BHARATCARRIERSLTD,R,R,R,R,R,R,R,R,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,8,22,0,0,0,0,YES,
546,QCQ1102572,8879613944,OL001/00573,23-Dec-11,NL02G0156,MSIL-BHARATCARRIERSLTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,30,0,0,0,0,0,YES,
547,QCQ1102822,8879614197,OL001/00574,23-Dec-11,NL01D5008,MSIL-BHARATCARRIERSLTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,30,0,0,0,0,0,YES,
548,QCQ1103157,8879618809,OL001/00575,23-Dec-11,OR07W0883,MSIL-BHARATCARRIERSLTD,P,P,P,P,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,26,4,0,0,0,0,YES,
549,QCQ1101487,8879612843,OL001/00576,23-Dec-11,NL01D5016,MSIL-BHARATCARRIERSLTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,30,0,0,0,0,0,YES,
550,QCQ1102932,8879614309,OL001/00577,23-Dec-11,NL02D7791,MSIL-OSLLOGISTICSPVT.LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,30,0,0,0,0,0,YES,
551,QCQ1101255,8879612607,OL001/00578,23-Dec-11,RJ14GB9880,MSIL-K M TRANS LOGISTICS PVT. LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,30,0,0,0,0,0,YES,
552,QCQ1305907,9444444441,OL001/00579,23-Dec-11,RJ14GC9818,MSIL-K M TRANS LOGISTICS PVT. LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,30,0,0,0,0,0,YES,
553,QCQ1103130,8879618780,OL001/00580,23-Dec-11,RJ14GD0587,MSIL-K M TRANS LOGISTICS PVT. LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,30,0,0,0,0,0,YES,
554,QCQ1101211,8879612562,OL001/00581,23-Dec-11,HR55G2385,MSIL-CARGOWINGS(MADRAS)PVT.LTD.,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,30,0,0,0,0,0,YES,
555,QCQ1203726,8879678366,OL001/00582,23-Dec-11,RJ14GB8005,MSIL-SHRIKRSNAURJAPROJECTLIMITED,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,P,P,P,P,P,P,R,R,R,R,R,R,R,24,6,0,0,0,0,YES,
556,QCQ1100556,8879442444,OL001/00583,23-Dec-11,RJ25GA2245,MSIL-PROFESSIONALAUTOMOTIVESPVT.LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,P,P,P,P,26,4,0,0,0,0,YES,
557,QCQ1101384,8879612738,OL001/00584,23-Dec-11,RJ14GD2031,MSIL-K M TRANS LOGISTICS PVT. LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,30,0,0,0,0,0,YES,
558,QCQ1101275,8879612628,OL001/00585,23-Dec-11,HR55L4098,MSIL-ICM LOGISTICS PVT LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,30,0,0,0,0,0,YES,
559,QCQ1102071,8879613435,OL001/00586,23-Dec-11,RJ14GC3744,MSIL-K M TRANS LOGISTICS PVT. LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,30,0,0,0,0,0,YES,
560,QCQ1101540,8879612896,OL001/00587,23-Dec-11,NL01L0974,MSIL-AILSINGHANILOGISTICS,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,30,0,0,0,0,0,YES,
561,QCQ1101565,8879612922,OL001/00588,23-Dec-11,NL02G2562,MSIL-OSLLOGISTICSPVT.LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,30,0,0,0,0,0,YES,
562,QCQ1103476,8879613532,OL001/00589,23-Dec-11,NL01K8894,MSIL-SUSHILATRANSPORTPVT.LTD,P,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,29,1,0,0,0,0,YES,
563,QCQ1100504,8879442390,OL001/00590,23-Dec-11,RJ14GB0875,MSIL-SHRIKRSNAURJAPROJECTLIMITED,R,R,R,R,R,R,P,R,R,R,P,R,R,R,R,R,R,R,R,P,R,P,R,P,R,R,R,R,R,R,25,5,0,0,0,0,YES,
564,QCQ1101404,8879612758,OL001/00591,23-Dec-11,RJ14GD4019,MSIL-K M TRANS LOGISTICS PVT. LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,30,0,0,0,0,0,YES,
565,QCQ1101114,8879612464,OL001/00593,23-Dec-11,NL02G0124,MSIL-OSLLOGISTICSPVT.LTD,P,P,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,28,2,0,0,0,0,YES,
566,QCQ1103314,8879676808,OL001/00594,23-Dec-11,NL02G1507,MSIL-OSLLOGISTICSPVT.LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,P,P,P,R,R,27,3,0,0,0,0,YES,
567,EEB1500308,7506929274,OL001/00595,24-Dec-11,RJ14GB7330,MSIL-SHRIKRSNAURJAPROJECTLIMITED,P,P,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,P,P,P,P,P,P,R,R,R,R,22,8,0,0,0,0,YES,
568,QCQ1103220,8879678018,OL001/00596,24-Dec-11,RJ14GB9735,MSIL-K M TRANS LOGISTICS PVT. LTD,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,R,R,2,28,0,0,0,0,YES,
569,EEB1500148,7506928756,OL001/00597,24-Dec-11,RJ14GC8604,MSIL-K M TRANS LOGISTICS PVT. LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,30,0,0,0,0,0,YES,
570,QCQ1101208,8879612559,OL001/00598,24-Dec-11,HR47A6553,MSIL-ICM LOGISTICS PVT LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,30,0,0,0,0,0,YES,
571,QCQ1204559,8879676958,OL001/00599,24-Dec-11,OR07X3108,MSIL-BHARATCARRIERSLTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,30,0,0,0,0,0,YES,
572,QCQ1102760,8879442551,OL001/00600,24-Dec-11,RJ14GC6462,MSIL-K M TRANS LOGISTICS PVT. LTD,R,R,R,R,R,R,P,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,29,1,0,0,0,0,YES,
573,QCQ1101510,8879612866,OL001/00601,24-Dec-11,RJ14GF2568,MSIL-PROFESSIONALAUTOMOTIVESPVT.LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,P,R,R,R,R,R,29,1,0,0,0,0,YES,
574,QCQ1203601,8879678240,OL001/00602,24-Dec-11,RJ14GD2516,MSIL-SHRIKRSNAURJAPROJECTLIMITED,R,R,R,R,R,R,R,R,R,R,R,P,P,P,P,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,26,4,0,0,0,0,YES,
575,QCQ1100694,8879442583,OL001/00603,24-Dec-11,RJ14GC1392,MSIL-SHRIKRSNAURJAPROJECTLIMITED,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,30,0,0,0,0,0,YES,
576,QCQ1102504,8879613875,OL001/00604,24-Dec-11,HR55C1308,MSIL-CARGOWINGS(MADRAS)PVT.LTD.,R,R,R,R,R,R,R,R,R,R,R,R,P,P,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,28,2,0,0,0,0,YES,
577,QCQ1203881,8879678523,OL001/00605,24-Dec-11,HR55M1957,MSIL-ICM LOGISTICS PVT LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,30,0,0,0,0,0,YES,
578,QCQ1100251,8879442125,OL001/00606,24-Dec-11,HR55M3104,MSIL-ICM LOGISTICS PVT LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,30,0,0,0,0,0,YES,
579,QCQ1100142,8879460194,OL001/00607,24-Dec-11,HR47A6716,MSIL-ICM LOGISTICS PVT LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,P,R,R,R,R,R,R,R,R,29,1,0,0,0,0,YES,
580,QCQ1100741,8879442631,OL001/00608,24-Dec-11,RJ14GE1067,MSIL-PROFESSIONALAUTOMOTIVESPVT.LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,30,0,0,0,0,0,YES,
581,QCQ1101405,8879612759,OL001/00609,24-Dec-11,NL01K6745,MSIL-KISHORETRANSPORT,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,30,0,0,0,0,0,YES,
582,QCQ1101387,8879612741,OL001/00610,24-Dec-11,MH18M7958,MSIL-KISHORETRANSPORT,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,30,0,0,0,0,0,YES,
583,QCQ1101520,8879612876,OL001/00611,24-Dec-11,MH18M9430,MSIL-KISHORETRANSPORT,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,30,0,0,0,0,0,YES,
584,QCQ1101488,8879612844,OL001/00612,24-Dec-11,MH18M8768,MSIL-KISHORETRANSPORT,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,0,30,0,0,0,0,YES,
585,QCQ1100636,8879442525,OL001/00613,24-Dec-11,NL02G7593,MSIL-OSLLOGISTICSPVT.LTD,P,P,P,P,P,P,P,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,23,7,0,0,0,0,YES,
586,QCQ1100169,8879460222,OL001/00614,24-Dec-11,RJ14GF2591,MSIL-PROFESSIONALAUTOMOTIVESPVT.LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,30,0,0,0,0,0,YES,
587,QCQ1204621,8879676788,OL001/00615,24-Dec-11,HR55J4740,MSIL-ICM LOGISTICS PVT LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,30,0,0,0,0,0,YES,
588,QCQ1204337,8879690337,OL001/00616,24-Dec-11,NL01L0089,MSIL-ICM LOGISTICS PVT LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,30,0,0,0,0,0,YES,
589,QCQ1305912,9440312608,OL001/00617,24-Dec-11,HR55M3105,MSIL-ICM LOGISTICS PVT LTD,R,R,R,R,R,R,R,R,R,R,R,R,P,P,P,P,P,P,R,R,R,R,R,R,R,R,R,R,R,R,24,6,0,0,0,0,YES,
590,QCQ1100494,8879442380,OL001/00618,24-Dec-11,HR55L4091,MSIL-ICM LOGISTICS PVT LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,P,P,P,P,P,R,R,R,R,25,5,0,0,0,0,YES,
